,name,account_id,season,rank,assists,damageDealt,days,headshotKills,heals,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,wins
0,UltimoMallard70,account.12dc74383baf4f33be64c23a7161c0d2,xbox-01,215,68,74788.58,113,90,4953,548,256.88394,2182.547,1845,3,2182.547,3284587.5,69,6,1846,105,50149.53,1657413.1,154,31,2200944.8,7437,1
0,MaxMaddog308,account.fdf9982310d9426cb1495ff7bf3c2e00,xbox-01,216,139,189037.97,114,311,3254,1437,336.54364,2178.917,1478,8,2178.917,1712767.9,41,12,1499,53,16924.254,1383937.1,266,48,2191912.5,8537,21
0,crosslan1970,account.b2184fd4520e41ae90360dd54ecb9334,xbox-01,217,106,129135.22,104,172,1795,1062,313.39542,2180.643,1171,3,2180.643,1892318.1,27,8,1188,61,6751.72,1317548.1,278,13,1887224.4,5333,17
0,ProDarksniper93,account.4d6798702fe04a8d8646fcf7d97573b2,xbox-01,218,133,246517.48,108,485,1226,1891,431.15036,2017.91,1495,3,2017.91,1101068.4,24,10,1512,29,6680.4097,1206963.5,201,51,2134633.8,6130,17
0,Cas3yJ0nes,account.cd7a5730f9df4fe388ce0cd41d88796d,xbox-01,219,105,221548.02,96,512,825,1761,394.43622,1994.381,1793,2,1994.381,1058950.6,12,11,1806,27,27225.014,1271233.9,183,18,2175103.0,7334,13
0,JED1 KN1GHT 101,account.a8546a3dfab24a48aee0f68e105e7c48,xbox-01,220,89,151531.45,100,290,3498,1257,378.39514,2190.525,1420,2,2190.525,1263786.5,23,7,1444,49,12864.365,1392091.6,214,23,2190554.5,9237,24
0,IIII B79 IIII,account.7fd669c88a6a46cba0e47972b710787e,xbox-01,221,74,114322.23,64,238,1417,902,307.93155,2177.904,1164,5,2177.904,1204084.9,9,8,1170,25,11652.991,1044031.56,200,70,1402232.2,5772,6
0,OviiXx7,account.7ccfe584d9bc4df99e7457688e0686af,xbox-01,222,123,249232.7,116,452,1616,2072,390.1572,2190.097,1710,6,2190.097,915598.6,18,12,1722,47,14756.121,1169864.2,168,53,1932567.9,7174,12
0,AlmondChip9007,account.721f771515c442fbaebe1988f75406f1,xbox-01,223,103,243876.47,93,641,1872,2189,523.6076,2191.48,996,5,2191.48,549378.9,28,13,1032,27,8065.216,780810.7,156,86,1136902.9,4050,36
0,charles9433,account.097d644129ad41dabe2894ab22cd048e,xbox-01,224,205,585363.8,90,1270,2485,5483,426.17786,2004.138,1274,4,2004.138,878779.3,10,20,1395,10,7077.7373,1210622.6,350,42,2032464.4,6829,122
0,The SmokePuppet,account.18a3d9eb82f54091a9cc87e6c8b7f543,xbox-01,225,66,118439.89,92,198,1010,919,493.14072,2058.871,976,4,2058.871,1010846.44,25,8,997,14,8461.812,1039992.44,243,7,1588216.6,5844,21
0,MasterDaniel68,account.ea6cd1a829974cbab68cb0eaa6c4884d,xbox-01,226,83,167617.55,108,310,1331,1434,220.71413,2186.513,1477,5,2186.513,220654.11,6,10,1493,10,8618.944,1253397.5,226,34,1716173.9,7516,16
0,The gmoat,account.6ff47140f11f41b98cb8b76444548d08,xbox-01,227,193,323681.34,110,676,2244,2855,345.13855,2191.425,1256,3,2191.425,1036349.9,34,14,1308,40,4373.036,850015.06,189,33,1381260.2,5584,52
0,ASQUARED87,account.b856b1a6419b40dd84692aef7a357daf,xbox-01,228,112,148623.81,111,344,1075,1123,394.80408,2186.593,1101,2,2186.593,1179204.4,7,7,1122,25,11042.909,1123995.2,274,47,1812464.1,5156,21
0,Lakers49ersFan,account.f51f0132356e4e57b8248e703aecd0f2,xbox-01,229,128,197743.44,90,394,1576,1636,361.64206,2112.982,856,3,2112.982,1118056.9,32,13,905,7,4229.2134,869922.94,214,82,1147085.2,4942,49
0,CAPTAINxKRUNK,account.efd1aaab12aa43ffb96f9b357fffd00d,xbox-01,230,117,215781.64,65,367,2025,1744,518.5849,2135.909,953,5,2135.909,1552787.5,17,10,1006,27,5297.3286,1063951.8,273,43,1653714.5,6324,54
0,CyPreSS197726,account.7581d54f25fe4db087695f910a82fa86,xbox-01,231,179,257273.75,114,429,1607,1997,418.5117,2187.913,1997,6,2187.913,1641330.9,51,9,2016,26,4973.743,1288627.9,224,43,1517751.4,8479,19
0,ZippiestBag388,account.952b9c94729b4463bc23eba3d76ab2b5,xbox-01,232,113,184081.0,106,374,1194,1460,361.9933,2008.336,1041,3,2008.336,725741.56,15,10,1095,31,10891.247,1036433.0,310,50,1424350.6,6105,55
0,Roverdale,account.9f48092655c5495cae07b0534120ffbf,xbox-01,233,115,108897.555,90,186,1051,771,519.1814,2082.821,1015,3,2082.821,2277923.0,28,6,1036,11,6673.941,1229897.4,356,3,1422725.0,4288,22
0,RefinedCookie50,account.adf017564eb849119b868b584d44844d,xbox-01,234,67,140589.77,112,293,2034,1199,435.30875,2151.539,1236,4,2151.539,1362217.1,49,8,1247,28,4893.684,1235678.8,206,16,1605567.6,6474,11
0,Barracuda61n,account.7e8bc115c01c4ecf9210775328a1a4d0,xbox-01,235,122,114148.32,114,212,6220,973,231.316,2003.6,1703,10,2003.6,1853516.4,35,10,1703,64,30343.56,1493088.0,134,71,2371053.2,7717,0
0,MafLlf,account.d7672c9bd40747c68361fd2e949a18a9,xbox-01,236,171,343788.53,83,683,1876,3093,552.1583,2016.319,924,4,2016.319,314565.1,11,16,991,17,5130.668,782654.0,202,52,1343482.9,4385,67
0,PilzHirsch24139,account.8ebe92bf3e0341d985778e3e1283d13a,xbox-01,237,77,186529.94,56,321,2674,1558,362.87964,1985.82,1245,3,1985.82,1379223.8,25,9,1252,32,1924.8126,1023614.56,109,62,1475266.2,5033,7
0,WHITExBOYx007,account.f797f37f9e8547f6b29a53f2e87fb834,xbox-01,238,76,114558.734,61,188,948,893,285.13556,2176.962,852,2,2176.962,679807.44,14,8,864,23,13523.12,792123.1,166,35,1142352.9,3754,12
0,SAVA6E09,account.a5b8e9c0b81745bb9a2ac50607f90373,xbox-01,239,86,181988.42,109,448,1463,1533,563.81213,2074.061,1548,9,2074.061,642552.1,12,11,1557,17,18317.455,1068469.9,139,13,1733437.6,4874,9
0,ezcob,account.b0d04fcd2270463eb3f426f18f580fc0,xbox-01,240,126,224859.48,99,409,2191,1812,427.6267,2085.386,1098,4,2085.386,1333019.1,49,10,1120,43,9009.606,1000090.7,213,79,1787860.4,6545,22
0,DR0PK1CK 33,account.1b12609d7ea144888b59908c4d46453b,xbox-01,241,126,170724.4,99,196,3513,1358,287.5891,2186.75,1079,3,2186.75,2681723.2,40,11,1112,38,12510.279,1230239.5,325,78,1547731.1,4321,33
0,Boss RaDiianCe,account.b5c9a93805e44f88907cca1bafd3e850,xbox-01,242,105,266049.66,62,452,1452,2477,289.573,1969.716,927,4,1969.716,291744.4,10,19,961,13,2990.8572,635535.75,129,11,953315.7,4397,34
0,FavoringWings91,account.c3be927ec2814be9bbcadb285454ee16,xbox-01,243,76,202436.44,103,372,1695,1690,253.36652,1990.447,2772,4,1990.447,841629.6,24,9,2776,37,8916.445,1495976.8,98,46,2020587.8,11763,4
0,DETRIMENTALFOE,account.554089083c3b4b88bfefd6ce8d69bd44,xbox-01,244,90,133722.92,75,244,997,1032,569.53424,1984.324,1098,8,1984.324,959818.9,29,8,1113,19,9092.76,1054295.5,184,47,1612656.8,5640,15
0,XxSixty ThreexX,account.cd80543c93bd441ca82a515d57f2d0f7,xbox-01,245,80,151050.44,117,210,1644,1153,399.93546,2044.255,1696,2,2044.255,597901.25,8,7,1697,17,7481.827,1254601.2,102,6,1879284.8,9311,1
0,RLMayniak,account.e600db56b17d4e57a47d6d9eac6c29c2,xbox-01,246,122,177394.88,102,304,1102,1310,362.2606,2054.846,1356,6,2054.846,1443861.9,53,8,1373,29,15088.988,1155128.0,199,34,1916653.2,5928,17
0,Tame Rick James,account.a9184ce73d73429da751b3a51e07eebc,xbox-01,247,62,126893.33,67,200,656,1071,311.59183,2188.23,1098,4,2188.23,221697.69,3,10,1109,21,12054.101,910944.56,124,10,1595993.2,3390,11
0,Edgeukator,account.42234056d3bf40cba1024bdd19a146cf,xbox-01,248,101,129321.57,111,227,1154,1002,458.56714,2011.203,1018,4,2011.203,1137795.0,17,10,1038,23,17595.492,981432.1,226,79,1398786.4,5647,20
0,HYDROSCOTTY413,account.903e9d46c1ab46e98e0a83aea5c37e0f,xbox-01,249,153,164493.67,100,337,1981,1160,428.40155,2178.139,1486,2,2178.139,1593704.2,15,7,1507,13,11469.692,1592019.0,330,13,2350036.5,7660,21
0,ChroIVIe 704,account.3f6e9ccb9f9942e7979f76e51c2c6bc3,xbox-01,250,77,146083.83,77,180,869,1160,204.40883,1991.653,901,2,1991.653,39741.277,3,9,932,5,6869.6895,990232.5,267,9,1867220.2,4897,31
0,Fringe of Fate,account.bcc03e8ab46341c38e48df3231a581aa,xbox-01,251,187,443417.84,86,840,1975,4169,377.68625,2160.471,727,3,2160.471,635356.7,19,20,872,13,4054.2698,896030.5,295,73,1727272.0,4180,145
0,VK Grim,account.bef52bf38f2b43e0b475ce5344b421d6,xbox-01,252,120,177300.3,111,234,1920,1383,433.1062,2175.234,1615,6,2175.234,1181205.5,34,8,1625,40,8551.135,1613919.2,273,18,1945362.9,9420,10
0,Hibakod404,account.7a4e6b4d2f2845eb9348ae1a82fec1a3,xbox-01,253,113,221447.47,117,464,1829,1814,425.1876,2181.095,928,3,2181.095,1325674.9,29,13,957,17,6642.033,946601.0,204,96,1653860.6,4934,29
0,SpicyChicken252,account.8df8404f5f654502866b7d4f4cdc9c6b,xbox-01,254,59,171763.11,90,284,1540,1492,403.93927,2183.844,1529,2,2183.844,1904331.2,56,8,1541,43,12385.46,1186819.5,122,77,1935795.6,7036,12
0,Fisticuffz77,account.d7b9e79b97224a44b63b78d74c55ff5e,xbox-01,255,83,167664.64,97,340,1759,1508,331.51538,2198.605,605,4,2198.605,1356264.0,33,12,662,16,4661.7554,672126.2,228,78,1005434.3,3219,58
0,A7XJetranger1,account.b8f678793e334c4490c07ee9c3833b41,xbox-01,256,68,113139.1,118,144,2810,900,162.25781,2179.31,1612,3,2179.31,1248382.9,22,11,1626,38,17349.332,1585761.6,286,6,2190770.2,6482,14
0,PTG Anxious,account.5b518bceffc9436ea21a54f48f72d10a,xbox-01,257,122,256553.9,116,546,1441,2184,446.60797,2205.134,996,4,2205.134,1336824.9,18,11,1041,15,4907.3916,1094644.9,296,20,1863344.1,5152,46
0,PVILLE P0T HEED,account.0201811ab9b542db8e40e56cf46d29b7,xbox-01,258,94,235912.88,90,534,1073,2110,502.4305,2013.384,681,3,2013.384,398778.88,12,18,716,14,2645.157,637425.6,159,21,1398879.9,3969,35
0,BigBCrazy01Boy,account.feab505bd3ef4af3b217ec0c228ecf9b,xbox-01,259,58,84179.52,57,120,1868,711,417.6869,2185.615,742,6,2185.615,3737712.8,220,8,765,46,9326.963,837564.9,193,66,756952.6,4915,23
0,ii DoT CoM,account.f852b650fb764014873ac03eefd6c8e4,xbox-01,260,161,212984.55,53,416,1104,1785,573.5438,2191.065,494,3,2191.065,1320073.6,13,15,588,9,5678.444,710440.2,274,15,1229989.4,3285,94
0,tartanterror40,account.5913598b39d243f98aa1d4b5f44a6958,xbox-01,261,126,177099.94,102,399,1190,1446,440.863,2186.949,744,4,2186.949,1544760.0,17,9,810,20,10040.626,958554.06,301,40,1721198.0,5673,66
0,Sshaffer2393,account.4d6d92f18b634d199e82cec5ef0307fb,xbox-01,262,167,293022.47,75,615,1994,2483,352.1195,2201.97,1122,3,2201.97,1050842.8,16,13,1170,16,2228.316,929276.56,215,34,1475641.8,5273,48
0,GeneralxTurret,account.a0b8318193eb4defa489a1c8a767fbda,xbox-01,263,168,218880.16,109,328,1957,1638,343.1484,2066.7,1665,5,2066.7,1013115.56,22,9,1680,13,2937.6826,1343742.6,258,6,2119620.2,7099,15
0,HUGE EUG,account.6edcfdfb4d73458a86275e882a31fe1e,xbox-01,264,88,114593.72,117,193,1600,907,302.35965,2192.754,1001,2,2192.754,2465895.8,67,6,1036,53,17402.428,1210512.8,337,26,1464128.2,7322,35
0,LuckyCaboose,account.f85aee6d8da147758a6e62deb6c89623,xbox-01,265,93,157459.44,63,208,1299,1268,158.45108,2184.112,1302,7,2184.112,930606.2,24,8,1310,27,7740.8916,846776.4,113,22,1301148.2,7070,8
0,Marce1ostron,account.934ce1a8dd6449908f28e97951bf52d5,xbox-01,266,98,146346.06,103,225,4437,1293,260.9028,2193.158,453,3,2193.158,1964711.8,59,9,571,14,2592.3938,792567.25,348,15,919801.94,2142,119
0,ImHardHighFive,account.dd7b584dfa7647dc9a215d631d4c9cf2,xbox-01,267,109,151046.77,62,309,837,1268,512.70795,2189.361,532,4,2189.361,486160.44,6,10,583,10,4600.326,609286.0,201,14,1037735.2,2867,51
0,xXxPEIJJOONIxXx,account.6946402d8f8542a88b84e96d3f270f0c,xbox-01,268,151,242904.31,61,446,1374,1995,1250.0648,2189.172,783,2,2189.172,1228464.1,31,10,861,26,15178.607,967465.7,327,66,1157845.2,3183,79
0,KROMWELL77,account.f133db0c071b4d11b2fe5533ece6665c,xbox-01,269,114,150552.47,117,265,4166,1139,367.41434,2055.082,1243,5,2055.082,1944502.1,48,10,1282,26,7149.1865,1518247.1,442,10,2449069.0,7297,39
0,bebestelrooy,account.8ec390132af14d2aa743d4d1309bf3b3,xbox-01,270,73,143039.16,103,236,8820,1221,264.62216,2183.214,1170,7,2183.214,1802098.2,25,9,1225,39,18116.508,1179835.4,391,4,1910894.1,5756,56
0,GrandpaGunner1,account.c90b24fc9840425489cdd70778afb55f,xbox-01,271,84,122434.01,99,236,1877,920,463.8637,1943.391,1548,2,1943.391,1294167.0,34,6,1551,29,12012.835,1509462.0,122,22,2816676.8,9228,3
0,TokenJ719,account.adf761fe00664c9fbd2af42c0863d7b2,xbox-01,272,124,202266.56,116,269,2036,1664,252.61072,2127.574,1815,7,2127.574,2453485.5,100,12,1818,52,11754.66,1291448.2,108,157,1547774.2,10106,3
0,SPLIFFCITY01752,account.c071548d29e44297978f7503c2aeb48a,xbox-01,273,30,49582.832,100,59,2299,308,192.05438,2177.26,1645,4,2177.26,2861649.2,12,4,1645,61,14524.215,1553370.4,197,23,2016205.2,8292,0
0,mogumogu1225,account.e6c2566ab8e04db685bdcd57311dfa33,xbox-01,274,61,133608.89,91,202,2433,1102,346.9794,2182.506,995,3,2182.506,1182201.0,12,8,1015,29,10915.431,877962.9,229,100,1183139.5,4757,20
0,Nato6ft2,account.7bf8218d5c4a405fa54690117d9b1993,xbox-01,275,124,174581.55,102,291,2120,1287,408.57214,2174.853,1361,2,2174.853,1637809.6,14,9,1393,29,5398.537,1299636.1,319,17,2005687.6,7357,32
0,Thumbless GaGa,account.ae29b9f27a724bee9cd194cb67c996f1,xbox-01,276,295,937600.2,72,2817,2354,9070,483.1692,2042.585,890,16,2042.585,1134235.4,52,34,1156,14,1118.6019,1035496.1,388,126,2509586.5,4480,268
0,Gohastfacekilla,account.890f2130a36f46eb9bc812521d1e3c8f,xbox-01,277,117,153187.83,116,292,5419,1087,511.832,2009.296,3003,3,2009.296,2912017.5,31,6,3008,117,20864.338,2490632.2,322,21,4159905.0,11322,5
0,DamagedCOOT,account.61808ba3d8bf480891c8e180bc703fd6,xbox-01,278,120,263447.75,96,536,1758,2220,415.58505,2190.159,1200,3,2190.159,2849074.0,43,11,1264,38,3385.9521,1225324.8,323,51,1298282.4,7328,64
0,DozenthSpace734,account.82e7f72826c34756a2c275777c0b6e7b,xbox-01,279,59,125682.945,96,198,2540,1001,405.23468,2177.879,2067,2,2177.879,1805924.5,98,6,2074,68,22868.613,1515981.0,153,16,2259338.5,8962,7
0,MiniGlock43,account.4ff7499f7098401bb9f9a95a32489926,xbox-01,280,87,134997.5,98,246,1951,1028,455.28674,2180.979,1325,3,2180.979,1088784.5,21,8,1332,34,11548.213,1190152.4,175,46,2059751.9,6651,7
0,Thekingwilli29,account.12980ef0264f4cc3a768f58c4cba4939,xbox-01,281,144,303210.06,113,704,1419,2517,465.35632,2185.203,1085,3,2185.203,996435.9,36,16,1138,34,6919.964,911323.75,214,94,1413632.1,5292,53
0,buckeyz1,account.797003d87cf6469fb93847bdd29698bc,xbox-01,282,62,105888.97,112,157,2386,799,179.40102,2037.478,1728,2,2037.478,1939596.9,109,6,1731,36,11550.538,1781363.8,279,8,2190634.8,10154,3
0,Slow210,account.c4f6062795ef4251a66c9487a51b2e81,xbox-01,283,87,186709.98,88,386,1418,1466,360.85132,2169.492,1999,5,2169.492,2177121.5,63,9,2004,51,10038.207,1439187.5,140,51,2254805.0,7881,5
0,Goof283,account.aecea6f48d97416c878affa87fb3df3b,xbox-01,284,113,111171.05,109,154,1234,848,332.2663,2186.064,893,2,2186.064,1152152.4,9,7,925,7,23169.088,1064404.9,347,6,1887970.2,3850,32
0,uberbend,account.13a6e34307104dfcaadff528e6c38f84,xbox-01,285,191,435473.94,89,886,1517,4038,437.14493,2193.397,647,4,2193.397,1598240.5,43,15,882,17,11726.888,1111181.5,455,64,1982707.0,4385,235
0,CanineTour93181,account.5bdb11af85234988ac460567c633ab20,xbox-01,286,54,57814.004,81,92,2246,410,237.17548,1960.476,1823,5,1960.476,423144.84,2,5,1823,48,30585.979,1196588.6,69,61,1716167.4,7689,0
0,Scorpionchris88,account.fcacc4a3a8f14f55adb842ab2c244832,xbox-01,287,80,107745.24,115,282,4208,821,284.43866,1965.987,2839,7,1965.987,1127875.4,22,10,2839,66,24850.277,1919491.1,140,54,2834369.5,11902,0
0,INSaluki,account.edd6b091e35743adb64e368ef9f58bd5,xbox-01,288,64,112295.01,105,220,1004,982,334.67575,2159.148,1131,6,2159.148,1740410.0,77,8,1151,26,12939.194,1236046.5,317,11,1809280.8,3709,20
0,giggsCNY,account.9736eb34954f4fa5925a4fd2d9cd4dea,xbox-01,289,81,164962.6,111,354,1515,1371,398.22125,2188.576,1422,2,2188.576,2154799.8,55,7,1432,59,8265.189,1172303.6,207,94,1484604.5,6492,10
0,Sorrell1961,account.a6e82ca9e1e149678b9bf6b3eedc1c65,xbox-01,290,60,71648.78,117,81,1873,446,269.11496,1965.604,1652,2,1965.604,1465428.0,37,4,1654,27,10768.089,1446661.8,204,21,1670815.6,8032,2
0,SolemnSierra117,account.fa2993c79efa465a84b35eb9176354f4,xbox-01,291,106,138433.19,99,288,2605,1094,382.15125,2176.971,1141,4,2176.971,1102533.2,21,13,1153,36,14174.525,1197283.2,229,61,1862479.4,6172,12
0,kongjaPAPA,account.b64ff809fc344d45b07ede6d8e3e2a47,xbox-01,292,83,207614.12,103,438,1209,1801,319.35028,2197.586,804,4,2197.586,1151542.1,21,12,867,14,9319.406,878897.44,273,33,1336234.5,5144,64
0,NaterGate,account.803f5c85e2ae4cf4b630a1035523ad43,xbox-01,293,74,180679.52,88,335,1140,1461,303.23462,2175.39,1477,6,2175.39,1717062.5,28,8,1483,38,6097.2207,1044499.94,154,21,1421280.8,6889,6
0,M3RCIL3SS SM0K3,account.a5327b809d3445ec9af917514e3c4799,xbox-01,294,110,240563.19,97,466,1193,2154,520.58813,2198.289,755,3,2198.289,1813815.9,24,13,824,14,10382.713,823139.94,253,34,1461453.8,2970,71
0,HEADshot509z,account.e37e531245734b64af2f91a989a4ac93,xbox-01,295,73,127552.93,83,194,967,1077,350.40057,2033.536,1123,8,2033.536,1525776.1,34,9,1140,25,14889.958,960310.3,156,51,1549134.5,4891,17
0,MR KRIPLING,account.7a816fb1f79f451393bb6bddaac74995,xbox-01,296,99,171351.16,119,310,1145,1454,233.29767,2185.758,1015,4,2185.758,661367.6,8,8,1054,20,13898.985,1096042.5,366,26,1626194.0,4852,39
0,digitalazzassin,account.b55e91be35624e51b9b5600e32d0aa59,xbox-01,297,72,138731.77,88,282,1340,1125,321.41556,2141.615,1167,3,2141.615,1340906.8,25,10,1179,27,5901.0903,1131750.4,168,9,1896892.5,5284,12
0,HUGOGUZMAN82,account.a2274714c794410cb1762a5a0e374b5b,xbox-01,298,60,91429.445,90,148,3564,767,196.19196,2124.223,838,4,2124.223,749067.75,7,7,864,21,7406.279,1025333.4,235,7,1455093.1,3851,26
0,AFG Popps 5,account.41ca01013bad49539d3ed283f3116b87,xbox-01,299,78,105049.95,102,201,1113,869,238.22711,2180.904,1049,3,2180.904,791021.8,9,8,1064,18,20448.844,1298946.5,281,31,2229719.8,6219,15
0,SanNotStan15,account.8eae315f2cb84aca99524dcf821c29d6,xbox-01,300,149,260079.56,64,625,1845,2128,391.77255,2077.845,687,3,2077.845,290945.75,5,14,724,21,8962.878,609810.6,146,22,1010370.75,3303,37
0,MaritimeGRIME66,account.d4c187d0d7d7416a91994bc8a7259232,xbox-01,301,58,102006.81,97,225,722,784,311.03735,2148.975,1324,2,2148.975,1419002.2,34,5,1337,37,4500.498,1178756.1,217,9,1897750.9,7649,13
0,TigerToa,account.bbb4f98f91144b8fa227bc667fa81e9e,xbox-01,302,151,297548.7,116,617,2291,2643,516.26587,2180.34,1479,7,2180.34,790507.1,13,12,1507,25,3803.7954,1081889.4,226,36,1674515.0,7679,29
0,matagringos280,account.6102467c9fb24fa39e8f2b743143acc0,xbox-01,303,118,186800.52,114,338,1410,1558,501.42816,1992.396,2331,6,1992.396,706917.2,17,12,2349,44,13417.818,1452782.5,154,13,2218609.0,8157,18
0,LetterBombx66,account.870932170af4407487b02fad78e24daa,xbox-01,304,141,229845.67,108,358,1716,1772,572.9518,2134.757,1236,4,2134.757,1315902.9,17,10,1269,31,11928.1455,1250156.2,258,38,2494211.0,6373,33
0,Bully PG,account.1ea293f5c5b24a8e9e2056754cb81984,xbox-01,305,139,351152.78,76,788,1070,3305,403.74927,2173.455,528,4,2173.455,828217.6,21,21,610,3,1759.7302,577456.2,192,31,1024107.94,2735,83
0,Budman7,account.05d4233a4c4245138932a0979b1ec457,xbox-01,306,103,199695.92,71,300,1535,1630,295.92923,1981.297,1630,2,1981.297,884465.94,18,12,1635,20,4208.456,922767.8,89,12,1319580.9,6127,5
0,PUBGeezus Jones,account.0b16c754b93742d1a344c40b8aeaa911,xbox-01,307,77,111435.664,107,175,1143,1041,276.9365,2192.533,1105,8,2192.533,2466388.8,195,11,1137,40,12125.405,1173814.1,338,25,1146269.9,5476,32
0,JacobsPepPep,account.9b85c952bc784ff28e2be697b654563d,xbox-01,308,118,245854.83,116,351,1538,1996,403.43698,2188.781,2111,4,2188.781,1651964.6,28,14,2136,54,10758.613,1326175.8,232,61,1629147.5,7742,25
0,DetectiveBrisco,account.df569a84d89a4d908343d7305ed5df09,xbox-01,309,119,216580.7,107,453,951,1827,424.64267,1989.397,917,3,1989.397,1007106.06,14,13,958,47,7349.3413,942246.2,265,21,924510.25,3790,41
0,REDLIGHTBOY69,account.18e127950bea4a33a5ade51f280aaade,xbox-01,310,126,350830.53,113,700,1567,3103,397.18723,2048.438,1135,5,2048.438,970070.0,37,15,1167,31,5269.2114,951894.75,209,34,1377329.4,5459,32
0,Mx Hacki 251,account.5c780be3821e430ab171d427327da057,xbox-01,311,84,148624.11,116,304,2029,1147,416.77298,2054.08,1716,2,2054.08,908654.44,4,5,1717,15,3230.644,1421957.9,197,6,1794898.8,7137,1
0,DEVILINA87,account.5133b1e939f648f1a54f1d0785238ad3,xbox-01,312,66,83887.06,98,116,1047,649,498.3584,2196.71,786,2,2196.71,1325471.1,15,8,819,29,12397.595,928311.9,221,34,1259183.5,3856,33
0,BOOTHxxxx,account.a213dcf797ad4dac9991eef09ed1b86e,xbox-01,313,101,225600.02,119,439,2345,1889,321.12634,2188.858,1928,2,2188.858,1981619.4,23,11,1939,44,11231.885,1562577.5,175,37,2355466.5,9243,12
0,celsomaia5079,account.4d79f12d4b4543e8bb5f88e2b177bc3e,xbox-01,314,106,196332.95,90,444,2337,1662,387.26437,2135.068,1087,5,2135.068,971040.8,26,12,1119,22,6078.336,1088623.6,301,21,1255856.8,6263,32
0,DarkMonster1088,account.8a2ba1c880444119950f813e4afe078a,xbox-01,315,74,147217.4,102,320,1204,1269,397.41226,1984.745,1310,8,1984.745,1270081.9,40,11,1336,50,7713.4062,967335.7,248,35,1482057.0,4391,26
0,Ahmad Goran 100,account.91e543e7904641a4b79a9a4b8d0006a9,xbox-01,316,175,364439.47,114,914,1911,3216,590.9224,1971.433,1681,3,1971.433,725435.06,10,19,1721,49,9463.524,1208446.0,217,35,2177616.8,7086,40
0,SekalfG3,account.145fe6c5986440d89abdc8dbd677fd79,xbox-01,317,99,143133.17,110,260,1766,1188,414.54483,2188.226,1048,2,2188.226,1019037.6,9,10,1101,16,8997.874,1201493.1,286,40,1759859.2,5972,54
0,marel1000,account.00832195944649549e8224956ac2f74f,xbox-01,318,132,209774.69,114,405,2429,1727,294.23132,1977.816,1270,3,1977.816,836903.7,23,9,1285,32,11648.042,1335814.6,261,13,1949825.2,7505,15
0,xBANKHEADx,account.a9746cdfca0c4fac9435dddb778681b4,xbox-01,319,52,101465.73,79,184,3199,830,286.7874,2101.846,876,5,2101.846,1149202.1,26,8,887,27,4512.6997,814786.44,171,4,1130409.5,4872,11
0,predatorstalker,account.3cf425ac19474019b5f1bf56c63555d6,xbox-01,320,69,113325.06,83,157,871,869,193.55203,1950.684,1200,3,1950.684,523764.6,9,6,1209,8,5929.918,1042103.44,158,54,1279755.0,4755,9
0,PAWBREEZY,account.585b9dbfa62246a080d77bdf604a58c0,xbox-01,321,120,167076.5,113,288,2307,1436,246.36417,1966.134,1453,9,1966.134,1541173.4,231,9,1460,49,9136.455,1359695.4,248,4,1635332.8,6813,7
0,RustedRooster73,account.be848c3077b943d687ba6d9172096c2c,xbox-01,322,94,158182.36,79,297,920,1235,339.79898,2017.146,1138,6,2017.146,207634.97,3,8,1149,11,10737.037,811599.6,129,46,1435912.4,4508,11
0,sniffy snach,account.60c91b565e424b42b92a0bca837aceac,xbox-01,323,117,216501.95,111,367,1904,1554,402.2031,2187.04,1575,6,2187.04,1190326.6,30,7,1583,29,22706.36,1438032.4,254,24,2855059.5,7326,8
0,SquareRumble108,account.028fdf5943a44867aafa55dc125d6b57,xbox-01,324,108,211471.58,110,309,960,1817,193.49178,2142.807,2028,7,2142.807,353992.8,12,9,2044,13,6192.403,1409046.8,315,3,2185906.8,5384,16
0,Vector cruz918,account.4e7ada23572143f397046d34777a9c67,xbox-01,325,81,134649.8,95,197,653,1125,215.71533,2128.194,1188,3,2128.194,1885082.8,60,7,1208,38,10313.534,1133342.4,347,25,1292757.0,5753,20
0,Coppa Shatta,account.fa56c813545e4b08997ee6538b21b767,xbox-01,326,73,110628.06,112,195,7503,909,294.96494,1978.196,1490,11,1978.196,2323982.2,80,11,1496,118,11402.34,1422580.6,125,41,1697892.2,7933,7
0,NetO JerKIN,account.4e81e1e1ad3c499f879ad7c93695704a,xbox-01,327,110,200427.9,108,329,1397,1688,420.21164,2175.086,980,4,2175.086,689546.9,8,11,1009,16,8796.051,1001530.9,253,9,1455205.9,5150,29
0,Babavega,account.32c0285855dc437eb79815afb19ff154,xbox-01,328,73,76429.47,117,101,2869,577,153.87645,1914.17,2273,6,1914.17,1460861.8,17,6,2273,61,37132.047,1751057.2,191,42,2444737.2,10590,0
0,SOULSTEELA69,account.fe0a120407404fdb837e94b4a9403464,xbox-01,329,61,83954.53,119,117,977,606,343.35425,2181.456,1160,5,2181.456,3183777.2,27,8,1168,58,11985.99,1352247.6,329,43,2146941.5,7397,8
0,Pylesfamily71,account.c88e027aa68340f5a0a86886824288df,xbox-01,330,62,103375.92,97,154,1237,809,311.75525,2028.349,1400,5,2028.349,976986.1,16,7,1404,56,17313.17,1183029.2,138,14,1635794.5,6454,4
