,name,account_id,season,rank,assists,damageDealt,days,headshotKills,heals,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,wins
0,SaltyCalf469532,account.2a53eee6495240c59bab2b5795689f05,xbox-02,122,90,169073.02,99,246,1192,1334,369.41086,2186.748,877,2,2186.748,450435.53,3,10,893,11,5397.685,745337.3,148,37,1111261.4,4059,16
0,amenador 1978,account.4f39e73073574e69b282fb6e6c06a491,xbox-01,122,74,73351.51,78,108,11293,664,279.3297,2184.736,776,10,2184.736,3864253.2,183,10,824,52,13309.257,1039726.44,374,12,1146745.4,5665,49
0,RockyMonsterEgg,account.d8aa840dd1184fd9b6866f880e2e60f2,xbox-01,123,416,344220.28,89,808,1587,2989,471.1748,2076.917,1054,3,2076.917,2144507.0,34,14,1160,64,5537.8887,1147800.1,337,53,1917985.1,4795,108
0,Acapulccio,account.095dd2ef3fc1424c8243a63e3072d0de,xbox-02,123,50,108091.41,95,211,718,919,423.39484,2188.28,546,4,2188.28,519651.9,17,16,568,17,3901.9907,519052.53,127,19,756865.1,2550,22
0,DenyingYew9928,account.aae45eadef6847ba93af2755a9e064bd,xbox-01,124,68,153651.66,90,197,655,1269,156.60593,1995.822,1362,2,1995.822,572046.94,11,7,1371,18,19114.611,1361756.5,264,6,1977822.2,6982,9
0,ii DoT CoM,account.f852b650fb764014873ac03eefd6c8e4,xbox-02,124,161,212984.55,53,416,1104,1785,573.5438,2191.065,494,3,2191.065,1320073.6,13,15,588,9,5678.444,710440.2,274,15,1229989.4,3285,94
0,KILLDOZER X25,account.cfb74cbe80d549a081484e42c0184c9d,xbox-02,125,62,125061.91,66,242,2254,989,370.90958,2020.991,1053,2,2020.991,1341845.8,19,11,1075,32,8797.036,1100497.8,208,26,1767548.4,6821,22
0,elad53,account.a15079830aba4cbaa9a92ee7fa1c8093,xbox-01,125,92,208860.58,116,325,1608,1669,226.36417,1954.652,2404,6,1954.652,1241423.2,17,8,2415,49,21177.414,1937138.2,347,83,2189241.8,11288,13
0,xPoMPuS MIXER,account.959fa2aa74fa42bfb02d2439a2d6dc95,xbox-02,126,36,47110.043,30,101,463,405,307.93076,1951.311,183,3,1951.311,98927.95,0,12,189,2,692.0297,133250.39,38,1,219237.78,906,6
0,TIME 4 SAUSING,account.25c9a23e6b7b4f9bafd2decfca0a9953,xbox-01,126,138,277786.8,77,413,1658,2535,240.74625,2178.575,996,4,2178.575,973856.2,5,13,1059,13,9361.01,956413.8,297,18,1877171.0,4189,63
0,XcrexcrexX,account.7bbea542c95a47208111412bc665a0fb,xbox-01,127,79,184243.34,68,289,1603,1548,473.45966,2181.708,1548,2,2181.708,1241830.8,31,8,1553,50,8089.599,1036668.3,127,30,1695846.0,6327,6
0,The Henery,account.f893ef678bbb46a39a7c34d365984261,xbox-02,127,74,173681.19,107,271,1084,1548,452.608,2183.957,725,3,2183.957,679168.8,0,11,769,11,1548.268,725601.1,241,14,936222.5,4171,44
0,mojoNZ,account.eeff743fc57f4c8382708612e9b93d13,xbox-02,128,14,27586.076,30,60,287,225,184.002,1930.776,422,6,1930.776,261573.88,2,7,423,19,2759.1282,282314.25,64,4,517983.3,1919,1
0,Chasingame44,account.23a0256a45f14ea9a9f220021b9a4c10,xbox-01,128,95,172867.23,104,342,1244,1307,479.2253,2018.932,1352,2,2018.932,2357610.2,22,8,1372,21,5692.696,1409577.2,284,14,2221620.0,7292,20
0,POODLE STAIN,account.8bb1bb30a0674fd292ff1e0e22646a01,xbox-01,129,172,312310.44,104,498,1341,2547,322.86166,1964.662,1444,3,1964.662,556201.4,7,10,1477,16,5708.5054,1244115.9,335,7,1273525.1,6979,33
0,OSG ll AJAY ll,account.f684376c74c140a699ff6034c60f959f,xbox-02,129,107,217037.77,100,369,1218,1962,325.9258,2065.907,655,3,2065.907,526153.5,9,13,706,10,1375.8065,681171.06,202,16,981550.94,4718,52
0,DG Valenski,account.70e737d40455467ca2a05ccd671dc331,xbox-02,130,21,37075.027,48,61,187,317,213.18819,1956.682,196,2,1956.682,151548.0,2,8,207,3,542.1465,177761.22,53,0,227359.34,899,11
0,OppositeVeil57,account.c507f2c4cf104c9dbf4a9091da6cb232,xbox-01,130,168,281781.75,107,560,1890,2357,599.5998,2186.345,2400,6,2186.345,1156680.6,21,13,2417,49,6634.7803,1487348.9,156,70,2120352.5,10162,17
0,lird111,account.accd48a6d90f48acbdb467a7b4e76e24,xbox-01,131,173,313599.6,96,558,2105,2649,349.6973,2011.274,2213,3,2011.274,778406.5,15,10,2227,15,3802.4424,1633614.2,214,13,2021373.1,8222,14
0,BOBBER 42,account.759271b0739b4d3bb0b5f60258035743,xbox-02,131,59,91900.51,62,178,1095,757,367.4731,2043.636,407,6,2043.636,736270.4,21,13,428,15,4177.0166,453856.34,134,31,642159.06,1982,21
0,twinkiepete,account.945f0d54656645d49e9afa27203a991c,xbox-01,132,73,150833.55,95,307,3282,1292,464.529,2164.738,1361,10,2164.738,1156119.1,14,13,1382,44,18451.24,1288243.9,262,32,2144006.2,6500,22
0,SCOUTRECON69696,account.e6b3851b9ccd4edabbaa8d09739d7b84,xbox-02,132,79,152899.4,74,269,775,1209,271.99878,2091.344,989,6,2091.344,2482732.2,23,9,1017,36,2326.0322,1034912.25,229,44,1131893.2,4482,28
0,Chaby U,account.9d22b59cd3634fd6a47a016715f232c8,xbox-02,133,67,105633.29,54,192,887,951,252.45021,2123.214,456,2,2123.214,734213.5,8,9,493,1,2806.6555,581232.75,211,11,787935.2,2551,37
0,ICdeadppl53,account.62b55773305541b4b475c759e3262ff6,xbox-01,133,88,176693.03,118,294,2650,1477,294.99338,2043.318,2037,4,2043.318,1158821.5,82,9,2049,22,9787.555,1705586.2,233,6,2427129.0,10352,13
0,GGG MrDevil,account.ad9f0c132ce14f32b7e307558c57e0e8,xbox-01,134,110,133111.9,115,235,1281,1038,367.90973,2192.942,1148,2,2192.942,2721562.2,17,6,1187,55,14143.506,1482619.2,434,24,2328462.0,5532,39
0,Wulfman23,account.870beb11f84f4f9d8a3bc4f2079899d5,xbox-02,134,49,97370.945,96,160,1759,790,444.9589,2190.626,548,2,2190.626,698144.56,10,11,558,15,3385.8384,485951.06,111,57,799309.8,2753,10
0,MiltonFreedMen,account.a3dc1dca12f0409d880f711bc9012a4c,xbox-02,135,101,149503.6,86,276,1003,1246,380.38156,2195.066,716,2,2195.066,364095.28,4,9,746,12,11173.527,803471.44,236,9,1633117.5,3697,30
0,ElmerFrigenFudd,account.690a0eb2b0884214b48d6cbe0d77df3a,xbox-01,135,92,159412.42,113,252,909,1275,261.02542,1968.538,1331,2,1968.538,418654.53,7,8,1343,30,25785.262,1382104.6,229,32,1903429.9,6997,12
0,S4T1VA,account.b7de20714dbd4d81b2e8533de05b47db,xbox-02,136,166,309036.5,113,546,2991,2657,306.48907,2071.591,1492,4,2071.591,1820109.2,31,11,1569,45,8376.06,1166526.4,349,37,1760892.9,8774,77
0,PaxAxe,account.f6cf99d1758b472baa5ea5f5e44b3c9c,xbox-01,136,154,282648.97,106,469,1379,2433,331.27832,2177.726,982,2,2177.726,200270.88,3,10,1026,7,5969.901,1187404.5,275,16,1738202.2,5197,44
0,The Rapzeh,account.25d3d92496ad496b91fd25b92d35491c,xbox-02,137,112,175960.52,104,335,1542,1405,567.873,2192.578,697,5,2192.578,1084234.9,38,14,722,14,6880.306,738640.9,182,38,1229596.8,3532,25
0,YamiCastlevania,account.a24c5f82096e495abbda5574674e27d1,xbox-01,137,96,238574.25,94,453,1523,2122,369.70312,2135.433,1212,3,2135.433,656105.6,5,10,1256,30,16040.081,1076945.4,283,36,2037520.4,5351,44
0,sparkava26,account.96acae8333d2488f8e8b0e4c4b9eeb97,xbox-01,138,115,237811.23,93,486,3266,1929,278.7785,2167.069,2003,6,2167.069,1209315.6,23,11,2025,28,12471.144,1625181.9,213,14,2020075.8,8104,22
0,jailbreak1,account.d685b0d9726d4f028b9fa7858370cf76,xbox-02,138,98,165257.88,82,209,1100,1384,294.98236,1958.58,551,3,1958.58,72165.984,1,13,615,6,7899.3276,698282.75,234,5,1099930.1,2726,64
0,bwilk13,account.9c97c9e05b7d46d1813cd2e1244cedad,xbox-02,139,178,205256.73,116,376,3249,1628,331.22214,2033.038,1680,7,2033.038,1765670.0,32,10,1700,20,7568.8657,1948905.6,334,20,2980289.0,12449,20
0,LooneyPainter45,account.6bd1a815b1964348b1c6bac9661aa070,xbox-01,139,99,134105.06,114,218,1921,1028,359.2747,2078.453,1429,2,2078.453,2580128.8,44,7,1447,30,10755.601,1622797.4,362,35,1893861.1,8655,18
0,RockFeather8255,account.852f9718d655472cbb1c80aed34f8411,xbox-02,140,126,204002.05,115,336,1859,1718,384.12537,2190.542,830,7,2190.542,1198076.2,19,10,877,21,3199.3818,890566.5,257,25,1099639.2,4834,47
0,jake abs,account.71c47692b2374390a6688670c6910234,xbox-01,140,153,271323.2,100,468,1119,2370,365.76144,2188.794,907,4,2188.794,1978113.5,17,10,1018,14,11146.0205,1314561.2,476,15,1801439.8,5351,111
0,Maggioo10494,account.6d1639c33cb74c68a1f5cdcf5d7269f4,xbox-01,141,201,286633.5,119,495,1380,2206,511.72574,2193.807,1369,10,2193.807,1869393.0,37,14,1416,23,895.468,1503352.4,417,29,1386509.6,6158,48
0,Twitch QQRIQ,account.2ccf7103b82545f2822b0fac8f4130b8,xbox-02,141,88,181484.98,93,586,1172,1554,440.06018,2183.548,579,3,2183.548,1971187.9,1,10,635,13,2183.6848,856507.06,257,31,2008631.6,3016,56
0,Frathos,account.c89e2d848a264e8380a248ca0ce7d04d,xbox-02,142,50,55270.29,67,82,2445,458,256.6136,1960.085,493,4,1960.085,369898.7,2,8,514,7,6682.8335,632120.75,156,50,942888.3,3285,21
0,DrPainDye,account.12f9f90fde894b9291ef1a85ca346816,xbox-01,142,62,93820.53,91,182,1306,744,701.475,2181.789,843,2,2181.789,2946522.8,32,8,877,35,13337.978,1075657.1,281,9,1289940.9,4052,34
0,Ci2EOner,account.84108bbc03904a539a875cdd4430a01d,xbox-01,143,136,234043.98,114,420,1655,1898,440.00806,2178.211,1686,4,2178.211,539277.7,12,9,1692,56,9902.058,1223864.0,123,10,1868747.2,7251,6
0,lephilou,account.40b91d56315f4f299f0f34f4adfa5cee,xbox-02,143,138,279984.84,105,512,2832,2374,297.75354,2175.916,1612,4,2175.916,887108.4,24,10,1637,34,13572.98,1323947.8,298,70,1835713.2,9322,25
0,A 762 SAVAGE,account.468bfc43886b438d942bd61a34056ae8,xbox-02,144,111,179165.05,100,381,2281,1483,392.88486,2007.731,838,7,2007.731,1070125.4,13,10,886,23,1904.8047,1023372.1,308,16,1632171.2,5268,48
0,CrustyScorpio69,account.4921dad0fee14bd1b8304220e6abd424,xbox-01,144,137,207598.38,118,426,949,1585,372.49954,2047.602,1645,3,2047.602,378582.06,3,11,1663,10,7647.9917,1473261.8,267,6,2061753.1,6433,18
0,LILYETI43,account.e35c1fa4a60b468eb4ee5743b58cc356,xbox-01,145,214,378393.28,74,545,1698,3564,488.25604,2184.962,1242,16,2184.962,1493526.2,426,16,1265,73,20308.512,737887.56,131,154,1293936.0,4858,23
0,daigo0501,account.394182c87bbf467cb88239369d542a72,xbox-01,146,76,166666.03,118,278,2903,1369,281.83752,2105.82,1835,5,2105.82,1569504.5,21,7,1846,46,23215.438,1593762.4,243,66,2239191.0,7924,11
0,XMiIton MangoX,account.4ed152f179cf492097bd6be4bdab407c,xbox-01,147,181,350089.2,93,721,1635,3184,504.9561,2193.519,710,5,2193.519,1184652.4,78,17,806,18,6093.412,846888.5,269,66,1282881.0,4479,96
0,BIRTHDAY SUlT,account.34a13b9077a144508d358cb76d2ad343,xbox-01,148,110,181773.94,97,317,1109,1479,432.57086,2035.157,872,2,2035.157,1414775.0,15,12,918,15,6361.4053,1033641.6,329,16,1410527.2,5629,46
0,Byron Dennis21,account.816616b579e34fafb701c4e70ed68aac,xbox-01,149,136,214801.38,116,304,1506,1627,464.7694,1979.381,2293,4,1979.381,2188395.2,28,7,2298,35,16875.105,1835080.8,273,79,2285376.8,7114,5
0,Daddygotyou72,account.7b8acd2e21254a43aed55f4d73a8839a,xbox-01,150,160,293235.3,119,583,2496,2376,334.15137,1970.684,2401,7,1970.684,703951.0,21,8,2406,22,5118.2256,1381352.4,136,34,1431317.1,9567,5
0,BROOK68,account.a69ef59ab0e6458390f268dd718c98b3,xbox-01,151,116,248266.1,116,350,2906,2168,554.66943,2136.074,1414,14,2136.074,1255386.4,23,14,1444,27,11011.395,1572529.6,372,31,2282758.8,9468,31
0,MANAYL,account.fd14e2950b5a460187e3583aa739e658,xbox-01,152,104,209883.92,119,443,1765,1734,365.3694,2189.416,1144,3,2189.416,1975797.9,17,10,1195,21,15020.343,1432421.6,377,14,2154871.8,6634,51
0,BruceTheTerible,account.c337fc7a70294b2490f213bb08a34d52,xbox-01,153,77,140867.28,84,239,1259,1168,341.7457,1993.68,1212,2,1993.68,862205.5,17,8,1226,21,16716.018,1083632.1,195,13,1456258.6,6226,14
0,JAYTHEREAPER76,account.334e87e494a0463e9653bdaf29422cc1,xbox-01,154,71,196807.48,120,431,1326,1587,311.7269,2004.518,1603,3,2004.518,1681117.9,23,9,1611,49,8119.6235,1366883.0,167,56,2490671.5,7237,8
0,Steroking,account.0fa6ec11f1bc42079c792ec45b8e4b45,xbox-01,155,68,119209.625,48,226,1459,926,318.69568,2130.457,1756,7,2130.457,485372.7,8,8,1757,32,17493.941,1267245.8,112,13,1827529.0,7216,1
0,aSeriousMan89,account.a7f9a1b43fdc40288bad9aa9d561acea,xbox-01,156,149,241855.94,96,521,1154,2095,537.93726,2095.443,606,4,2095.443,1038568.06,18,14,721,13,15182.211,869842.8,340,47,1639418.1,3250,116
0,Spartan Red505,account.7bc3df39be614016b38b68c729f7c684,xbox-01,157,95,168542.45,68,291,1086,1519,278.43835,2189.116,639,2,2189.116,582754.2,8,10,670,19,5795.28,744890.2,215,37,1149720.8,4113,31
0,TiltedByDefault,account.bbe7273304eb4e40a254c7bad4e9521c,xbox-01,158,225,710030.06,87,1615,2508,6852,385.7326,2193.528,1225,4,2193.528,2816846.2,186,25,1365,44,3038.4387,1061972.9,271,105,1614145.6,5873,140
0,JORBETO81,account.a94fc43586dd46bda269a21917481134,xbox-01,159,159,218937.92,100,301,1915,1634,498.84094,1973.184,1517,5,1973.184,297091.7,2,8,1522,31,5425.632,1218916.4,179,16,1660117.9,6801,5
0,ThiagoAdrianoBR,account.a97164519cec437b82de534fc16c6e62,xbox-01,160,144,315580.25,105,619,2009,2874,333.54672,2187.835,1042,3,2187.835,985405.9,16,15,1136,23,5441.488,1044325.44,314,43,1696702.9,6383,95
0,farmerstan74555,account.6d6b264f15b14592870c6ace1b9a3636,xbox-01,161,94,161356.66,54,277,1481,1331,270.67166,2075.375,951,2,2075.375,252126.0,5,8,970,13,7252.0146,961066.94,196,3,2157302.8,5349,19
0,XsoiledtrojanX,account.bc74ef2e0525465e8558b6bf1b638835,xbox-01,162,168,234303.95,98,321,1112,1886,295.30927,2040.504,886,7,2040.504,720891.1,14,13,967,17,3586.5698,1110827.5,385,21,1579248.9,4669,82
0,Eli Knyght,account.9fd5c98e3449496da7381dbbbb3ab4d9,xbox-01,163,125,138620.69,116,221,5205,1146,459.85083,2193.776,1260,2,2193.776,4635691.0,172,9,1301,40,19436.957,1446483.8,366,69,2165636.5,4636,41
0,Schulty226,account.65b5c57d8eeb4b66a030f92ffe8f64f4,xbox-01,164,88,153201.52,102,265,1305,1291,564.9769,1992.272,1376,5,1992.272,1548936.1,36,9,1390,57,9309.358,1243541.8,193,24,1832917.0,6651,14
0,McCheapsk8,account.dd3a46b7622a4376b42cb9af3c7424d7,xbox-01,165,93,168547.98,113,268,1736,1332,351.3703,2167.361,1246,5,2167.361,1441252.5,52,8,1254,32,12056.655,1103254.6,191,32,1625706.1,7250,8
0,Qeoo,account.2be660fef84d45e4a34e32606f913975,xbox-01,166,81,103962.984,95,176,4850,935,426.8467,2181.303,756,3,2181.303,1982463.8,37,8,797,38,23225.1,1159592.1,402,22,1502733.5,3525,41
0,SHADYSFINEST518,account.a28e5f38fcb342bfb9e39636a30c40a4,xbox-01,167,63,159724.03,106,249,1961,1300,311.061,1985.518,2117,2,1985.518,567197.1,6,7,2120,27,23002.52,1472829.0,121,35,2943523.0,8932,3
0,brunogs9,account.e604b466c0f94559851272e52cba8b48,xbox-01,168,175,399505.6,99,708,2058,3692,461.8096,2191.201,1246,6,2191.201,682604.8,23,22,1303,20,7894.457,841032.9,201,55,1574880.5,4961,64
0,Xico loco 09,account.046a15d919de46538933b6eb81cd8b03,xbox-01,169,143,283876.47,114,547,900,2476,323.3385,2183.327,961,4,2183.327,1798280.6,26,12,1095,34,11315.687,1180292.4,452,36,2192260.5,5138,134
0,TerseFriend2243,account.2a158f8f9ec24489b859124cae0a37a9,xbox-01,170,147,375331.16,114,719,2105,3254,392.7123,2169.727,3227,4,2169.727,1015808.7,24,13,3240,68,17084.16,1655357.8,155,38,2843780.5,10831,13
0,CaptainMAK23,account.fdea0e36dd4248f091078006e81d875b,xbox-01,171,192,283678.0,107,459,1687,2131,452.72906,2002.42,1958,6,2002.42,1288356.6,41,9,1977,47,21339.018,1572545.5,229,26,2490703.0,10467,22
0,PicanteBike2052,account.49ee09c0f1564302991380ddfd603b07,xbox-01,172,224,258507.67,116,607,3359,2243,239.40738,2189.576,1923,10,2189.576,3683533.2,202,11,1936,49,15685.867,1680662.8,389,50,2386030.2,7204,13
0,lexsmokeymcpot,account.b0ed880fbc6e42e9ba00328aee629709,xbox-01,173,92,174777.39,93,447,1863,1475,259.1042,2171.922,1837,8,2171.922,3066261.8,85,8,1846,83,13974.594,1508960.8,247,53,2312342.2,7805,9
0,chriscba,account.778dd5fc87d24b0a94b0c4aa801ddcdc,xbox-01,174,125,235299.48,66,690,2711,2063,390.48703,2181.185,842,7,2181.185,1342788.9,41,12,865,18,7189.0522,855093.5,231,55,1373153.1,3840,23
0,SmileyMiley83,account.338c3c22537c4297bfcb3409d8d74ba5,xbox-01,175,131,152469.95,76,237,1396,1119,392.16226,2178.412,1165,2,2178.412,1817707.1,42,6,1181,54,14323.782,1272752.2,332,70,1526206.2,7658,16
0,MAYAS9876,account.8eb26df5bc1a4d559a4096929a93425f,xbox-01,176,169,214322.02,119,460,6108,1639,403.96262,2104.204,2257,7,2104.204,1716146.5,44,15,2271,66,15415.278,1978352.0,259,34,3062337.2,13114,14
0,NBK RADZ,account.e3dffca350e645b3b950b79f70cfad2d,xbox-01,177,101,147815.19,101,342,2429,1277,447.9175,2191.883,938,2,2191.883,1520852.1,11,7,998,14,20577.69,1378391.6,501,11,2508384.2,5131,60
0,PlusDuke1876468,account.03047783378841c9ab4405713f4f730f,xbox-01,178,120,135869.84,102,269,2134,1156,500.36435,2178.268,1209,11,2178.268,4226135.5,101,12,1240,36,36366.156,1600778.2,557,11,1988162.2,5741,31
0,XxLmfaoTwicexX,account.44cf655a850e48d5a66ebd9d43d752eb,xbox-01,179,86,202206.2,105,296,2868,1710,334.84915,1945.038,2027,9,1945.038,1828899.4,118,10,2028,117,19235.145,1464978.0,81,98,2021948.2,10003,1
0,icemonster89,account.b60e68c82ccd43159918e3a65c3418e5,xbox-01,180,112,204694.1,103,464,1470,1657,333.54523,2182.763,1440,3,2182.763,2494047.5,47,9,1465,26,14367.41,1250952.6,296,41,2291575.0,5788,25
0,ComicAttic80195,account.9beb6b6b198b4d0689251856e732f140,xbox-01,181,75,100745.38,112,198,968,629,212.17258,2099.205,2830,1,2099.205,714152.06,10,4,2831,31,23015.934,2099305.8,244,3,2846089.2,12573,1
0,l suck at thiss,account.f552efff0342418887951290959832c8,xbox-01,182,110,206488.8,117,520,1475,1783,452.47394,2192.872,770,2,2192.872,2157570.5,26,11,854,25,6967.1577,1093636.1,384,33,2145492.8,4935,84
0,SolitaryZreck,account.dbf8b1c57c2541f9afcef803ab09f110,xbox-01,183,120,237649.2,89,436,1616,2004,439.94226,2187.912,975,4,2187.912,5652094.5,67,12,1044,36,1004.9068,1201288.4,304,69,1093720.8,6836,69
0,WryLobster41945,account.8299a6def7ab47f89b43183f1ef21e81,xbox-01,184,63,147991.16,88,301,1243,1208,299.0985,2151.896,1261,6,2151.896,495561.44,8,9,1273,21,14485.73,1049984.6,158,38,1432410.5,5345,12
0,OwtCazT,account.98fffc2551a243a18b9298eeebabb9b7,xbox-01,185,164,312968.62,112,540,4624,2559,241.56326,1966.149,2928,8,1966.149,2757266.8,106,9,2931,96,21783.805,1928090.6,152,93,2762767.2,11056,3
0,MaDMaXTiM1,account.abdfea88644b4c85b93ea7e0e21418cd,xbox-01,186,157,372047.62,105,488,1525,3254,366.0762,1951.606,1793,3,1951.606,199672.67,2,13,1812,16,8216.038,1327799.1,247,1,2039829.4,8088,19
0,Vinik Play,account.d41526eec1764fdfbb063fae648b6d9d,xbox-01,187,151,257551.92,112,463,1983,2130,429.4224,2053.931,1410,5,2053.931,648882.5,14,10,1445,17,6810.46,1103394.5,277,10,1244390.2,6539,36
0,Legendarybs420,account.42cc5330f1474dd2b77e05052036f0c1,xbox-01,188,44,79531.22,45,133,3420,721,485.53464,2188.155,768,4,2188.155,488050.4,7,9,790,30,8098.6084,891879.6,186,6,1306707.0,5252,22
0,rinseoutman,account.e7370f1f13a542588f31081b998c491a,xbox-01,189,84,192746.55,112,358,1128,1517,531.8318,1991.774,1524,3,1991.774,1363797.4,9,8,1539,15,3956.732,1375857.9,288,6,2122882.0,5714,15
0,SOLOPLAYER943,account.803a11058d904d8b98bb51b04ce35039,xbox-01,190,103,246963.23,87,447,2819,2077,484.76117,1935.193,2714,2,1935.193,1430728.4,8,11,2725,33,11342.503,1888523.5,166,73,3295157.8,13149,11
0,EdgierTuba73954,account.5c172a2e665b49b98f922d3d5070a785,xbox-01,191,86,199752.89,109,315,2893,1550,329.74207,1979.692,3226,7,1979.692,1865950.1,40,7,3226,74,20982.986,1953082.4,91,7,3033702.8,11381,0
0,jrpes,account.92153d20b046403cbb372c66612a992b,xbox-01,192,107,308094.34,102,667,1401,2824,332.84848,2182.727,983,2,2182.727,2250922.5,43,14,1114,23,12738.897,1174327.6,410,38,2006071.2,5207,133
0,markroberts1982,account.7164c0f58a7d48cbb6ebf0b7c7067e9f,xbox-01,193,139,179014.77,113,259,2874,1323,455.0551,2186.248,1554,2,2186.248,880021.0,24,6,1572,40,15666.177,1464591.8,313,77,1797441.0,7271,18
0,CannedSeal2947,account.960551fa609a4134962cd43ac1fa95d6,xbox-01,194,98,196780.05,115,378,1573,1589,345.54196,2002.735,1636,2,2002.735,944941.25,20,12,1652,32,10323.1,1301660.4,247,20,2073956.1,6914,16
0,MaglanK9,account.c3434e9cb0ec4395ac56701d09a6e16a,xbox-01,195,183,284372.66,106,495,1260,2330,521.2276,1989.98,2399,10,1989.98,2113470.2,60,11,2401,54,7023.675,1239253.4,102,14,1960394.8,6510,2
0,Cadetgaim,account.56b465ad789048feb24052f324cd52f1,xbox-01,196,198,521206.0,114,878,3249,4592,333.58533,1988.205,3006,5,1988.205,1090835.6,80,15,3033,25,3606.226,1481693.5,132,18,2258607.5,10327,27
0,smoking420now,account.ff84d78ca12b4bbe97ed0626eaecc65f,xbox-01,197,69,115801.86,68,180,2514,922,381.5348,1980.625,1396,4,1980.625,1252063.2,16,8,1397,39,23258.898,1096699.9,129,169,1497293.1,5863,1
0,MGMaSoN,account.67c1837513144870ac7c30d3ad9edbf6,xbox-01,198,163,218556.92,115,478,4248,1800,555.0151,2187.408,1836,9,2187.408,2082615.6,114,10,1846,99,17232.518,1561015.0,166,57,2339214.2,9356,11
0,SLEEKlT,account.0a4a82ea2a114ac0808cba86fbc28a82,xbox-01,199,87,89706.04,114,201,1119,580,387.24893,2189.315,1025,4,2189.315,4484398.5,22,6,1035,36,16305.064,1482938.1,462,54,2030579.4,5057,10
0,wattie1987,account.6e2de7ebb6f4486fb20e030cb507deec,xbox-01,200,105,197582.31,83,337,812,1536,382.36346,2168.464,1238,2,2168.464,1587521.6,15,9,1257,34,5360.596,1230914.1,219,26,2381563.0,5910,19
0,S4T1VA,account.b7de20714dbd4d81b2e8533de05b47db,xbox-01,201,166,309036.5,113,546,2991,2657,306.48907,2071.591,1492,4,2071.591,1820109.2,31,11,1569,45,8376.06,1166526.4,349,37,1760892.9,8774,77
0,GoOobi 57,account.65de7750f4c24438aa47ed1d3d919bce,xbox-01,202,137,216477.86,86,450,1426,1746,323.41574,1986.793,1187,6,1986.793,1624376.9,12,9,1283,23,15008.565,1361060.6,444,17,2476613.0,5479,96
0,BlamBlam187,account.3488aeab37984ff3b53c7a4c5887a421,xbox-01,203,146,224274.67,114,481,1257,1906,382.49963,2191.099,786,6,2191.099,1075639.4,29,14,863,10,9320.963,1012361.2,357,49,945204.5,4301,78
0,Diego Xbox Mito,account.5cf2ead0df1844488107bd0a9221e198,xbox-01,204,158,307562.22,111,553,1438,2771,363.7012,2178.148,845,7,2178.148,1406984.1,49,14,991,18,17751.861,1087017.9,455,34,1620884.5,5193,146
0,chudcicle,account.c6345906b5044e24950a328567533848,xbox-01,205,83,162896.06,101,287,546,1270,440.13687,2186.884,1352,8,2186.884,1001936.75,23,8,1378,40,13310.418,1283086.1,338,11,2115468.2,6993,26
0,IKI NiBaL,account.ae26af7d4cde4aa08e99b136cb556346,xbox-01,206,172,346468.53,109,677,2061,3221,405.14316,2181.941,876,8,2181.941,1640544.6,85,15,965,11,5081.276,1075098.1,348,46,2001753.9,4865,89
0,RJ Rodregas,account.bc02b3a40ea34065ac5850e67b61f6d2,xbox-01,207,136,276427.7,114,398,1780,2373,384.9452,2030.906,1069,3,2030.906,1300266.2,32,15,1125,37,8366.065,1092195.1,322,53,1836008.9,7342,56
0,II NukL3S II,account.008efbf2617247fb8b1147ea8225f00e,xbox-01,208,138,249479.58,98,477,2217,2230,410.8416,2193.674,620,3,2193.674,989299.1,17,15,740,13,6798.549,954618.2,339,36,1388323.0,6347,120
0,Dozse,account.a6f325fd8357427ea1ec3bd833dadafb,xbox-01,209,99,256965.73,97,720,2328,2398,422.4779,2190.785,939,8,2190.785,1270394.1,19,14,1001,22,11604.083,782021.5,249,29,1358620.4,4014,62
0,KillerUnknownAR,account.c33166ec6f424624b3d6273b63666a21,xbox-01,210,94,168026.08,91,290,1240,1314,528.2836,2186.0,926,5,2186.0,439190.72,11,9,948,7,5025.4844,793498.44,176,8,1566417.4,5532,22
0,Trustinmatty,account.a09e169a918d4d13aa7373eaf5a2df2c,xbox-01,211,76,102564.17,102,175,3111,773,279.54315,2181.121,1549,4,2181.121,2326052.2,32,6,1554,82,30727.508,1391380.1,172,40,2063597.0,7613,5
0,xI OoMpA Ix,account.3e95df9fe3624fa799a541a6be73e45d,xbox-01,212,155,494824.97,87,1171,1336,4728,421.06784,1981.037,871,4,1981.037,948612.2,34,23,935,16,3346.8516,681093.44,159,32,1285969.0,3854,64
0,chikitodatlas,account.c1e9f5bc734f4c9588a7545f831c7fb3,xbox-01,213,111,144983.06,109,229,1872,1202,375.7448,2177.593,1295,3,2177.593,1675994.9,35,9,1327,58,20747.06,1295122.2,307,21,1870523.2,7256,32
0,sumtingwonggeeg,account.95aff7a4c4b94002bc09bd80a4a3ffea,xbox-01,214,164,232011.03,109,445,2149,1847,283.3405,2183.489,1916,5,2183.489,840219.1,22,10,1937,33,12586.046,1503974.1,242,18,2235374.8,8657,21
